demand_type,contribution_type,item,variant_id,units,value,source_field_id,source_label,excel_row
cooling,gain,sum_opaque_areas,as_drawn_envelope,kWh,1759.57861702,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,as_drawn_envelope,kWh,5733.12778217,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,as_drawn_envelope,kWh,0,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,basic_erv,kWh,5117.88085507,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,basic_erv,kWh,640.513756819,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,basic_erv,kWh,3763.68853962,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,basic_erv,kWh,5175.24131706,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,basic_erv,kWh,6154.31746141,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,basic_erv,kWh,2394.54335283,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,basic_erv,kWh,2815.82340525,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,basic_erv,kWh,11413.0445444,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,basic_erv,kWh,362.959417437,heating_demand.north,North,390
heating,gain,east,basic_erv,kWh,1783.52071974,heating_demand.east,East,391
heating,gain,south,basic_erv,kWh,6947.34338973,heating_demand.south,South,392
heating,gain,west,basic_erv,kWh,1535.87033246,heating_demand.west,West,393
heating,gain,horizontal,basic_erv,kWh,0,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,basic_erv,kWh,1211.34509874,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,basic_erv,kWh,4590.52559053,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,basic_erv,kWh,5265.19399192,certification_limits.heat_demand_limit,Heat Demand Limit,363
cooling,loss,cooling_demand_2,basic_erv,kWh,4933.8107615,cooling_demand.cooling_demand_2,Cooling Demand,399
cooling,loss,walls_ag,basic_erv,kWh,2983.38529764,cooling_demand.walls_ag,Walls (AG),400
cooling,loss,walls_bg,basic_erv,kWh,593.270978059,cooling_demand.walls_bg,Walls (BG),401
cooling,loss,roofs,basic_erv,kWh,2193.98094094,cooling_demand.roofs,Roofs,402
cooling,loss,floor_slabs,basic_erv,kWh,4793.52776608,cooling_demand.floor_slabs,Floor Slabs,403
cooling,loss,windows,basic_erv,kWh,3587.55913851,cooling_demand.windows,Windows,407
cooling,loss,thermal_bridges,basic_erv,kWh,1395.8600514,cooling_demand.thermal_bridges,Thermal Bridges,409
