metric_group,end_use,variant_id,units,value,source_field_id,source_label,excel_row
co2e,clothes_drying,as_drawn_envelope,tonsCO2e,0.00363958659521,co2e.clothes_drying,Clothes Drying,507
co2e,refrigerator,as_drawn_envelope,tonsCO2e,0.2101338288,co2e.refrigerator,Refrigerator,508
co2e,cooking,as_drawn_envelope,tonsCO2e,0,co2e.cooking,Cooking,509
co2e,phi_lighting,as_drawn_envelope,tonsCO2e,0,co2e.phi_lighting,PHI Lighting,510
co2e,phi_consumer_elec,as_drawn_envelope,tonsCO2e,0.175583058203,co2e.phi_consumer_elec,PHI Consumer Elec.,511
co2e,phi_small_appliances,as_drawn_envelope,tonsCO2e,0.0188933770262,co2e.phi_small_appliances,PHI Small Appliances,512
co2e,phius_int_lighting,as_drawn_envelope,tonsCO2e,0,co2e.phius_int_lighting,Phius Int. Lighting,513
co2e,phius_ext_lighting,as_drawn_envelope,tonsCO2e,0,co2e.phius_ext_lighting,Phius Ext. Lighting,514
co2e,phius_mel,as_drawn_envelope,tonsCO2e,0,co2e.phius_mel,Phius MEL,515
co2e,aux_elec,as_drawn_envelope,tonsCO2e,0,co2e.aux_elec,Aux Elec,516
co2e,ipcc_limit,as_drawn_envelope,tonsCO2e,3.25101253724,co2e.ipcc_limit,IPCC Limit,517
phius_net_source_energy,total,as_drawn_envelope,kWh,41910.2217525,primary_energy.*,Primary Energy total,
phius_net_source_energy,limit,as_drawn_envelope,kWh,18612.0467757,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,371
site_energy,heating,basic_erv,kWh,12754.3003816,site_energy.heating,Heating,423
site_energy,cooling,basic_erv,kWh,2475.69388366,site_energy.cooling,Cooling,424
site_energy,dhw,basic_erv,kWh,8682.36722017,site_energy.dhw,DHW,425
site_energy,dishwashing,basic_erv,kWh,217.410354337,site_energy.dishwashing,Dishwashing,426
site_energy,clothes_washing,basic_erv,kWh,284.134086886,site_energy.clothes_washing,Clothes Washing,427
site_energy,clothes_drying,basic_erv,kWh,12.6438385941,site_energy.clothes_drying,Clothes Drying,428
site_energy,refrigerator,basic_erv,kWh,730,site_energy.refrigerator,Refrigerator,429
site_energy,cooking,basic_erv,kWh,0,site_energy.cooking,Cooking,430
site_energy,phi_lighting,basic_erv,kWh,0,site_energy.phi_lighting,PHI Lighting,431
site_energy,phi_consumer_elec,basic_erv,kWh,609.97143211,site_energy.phi_consumer_elec,PHI Consumer Elec.,432
site_energy,phi_small_appliances,basic_erv,kWh,65.6351493135,site_energy.phi_small_appliances,PHI Small Appliances,433
site_energy,phius_int_lighting,basic_erv,kWh,0,site_energy.phius_int_lighting,Phius Int. Lighting,434
site_energy,phius_ext_lighting,basic_erv,kWh,0,site_energy.phius_ext_lighting,Phius Ext. Lighting,435
site_energy,phius_mel,basic_erv,kWh,0,site_energy.phius_mel,Phius MEL,436
site_energy,aux_elec,basic_erv,kWh,0,site_energy.aux_elec,Aux Elec,437
site_energy,solar_pv,basic_erv,kWh,0,site_energy.solar_pv,Solar PV,438
primary_energy,heating,basic_erv,kWh,15373.8638244,primary_energy.heating,Heating,441
phius_net_source_energy,heating,basic_erv,kWh,15373.8638244,primary_energy.heating,Heating,441
primary_energy,cooling,basic_erv,kWh,6436.80409751,primary_energy.cooling,Cooling,442
phius_net_source_energy,cooling,basic_erv,kWh,6436.80409751,primary_energy.cooling,Cooling,442
